,Unnamed: 0,date,county,state,fips,cases_cumm,deaths_cumm,cases_new,deaths_new
498897,498897,2020-09-04,Baldwin,Alabama,1003.0,4654,46,26.0,2.0
502131,502131,2020-09-05,Baldwin,Alabama,1003.0,4686,46,32.0,0.0
505365,505365,2020-09-06,Baldwin,Alabama,1003.0,4713,46,27.0,0.0
508597,508597,2020-09-07,Baldwin,Alabama,1003.0,4730,46,17.0,0.0
511830,511830,2020-09-08,Baldwin,Alabama,1003.0,4757,46,27.0,0.0
515063,515063,2020-09-09,Baldwin,Alabama,1003.0,4787,46,30.0,0.0
518298,518298,2020-09-10,Baldwin,Alabama,1003.0,4833,46,46.0,0.0
521535,521535,2020-09-11,Baldwin,Alabama,1003.0,4886,47,53.0,1.0
524771,524771,2020-09-12,Baldwin,Alabama,1003.0,4922,47,36.0,0.0
528007,528007,2020-09-13,Baldwin,Alabama,1003.0,4959,47,37.0,0.0
531244,531244,2020-09-14,Baldwin,Alabama,1003.0,4978,47,19.0,0.0
534479,534479,2020-09-15,Baldwin,Alabama,1003.0,4992,47,14.0,0.0
537715,537715,2020-09-16,Baldwin,Alabama,1003.0,5003,47,11.0,0.0
540952,540952,2020-09-17,Baldwin,Alabama,1003.0,5021,48,18.0,1.0
544188,544188,2020-09-18,Baldwin,Alabama,1003.0,5033,48,12.0,0.0
547425,547425,2020-09-19,Baldwin,Alabama,1003.0,5047,49,14.0,1.0
550664,550664,2020-09-20,Baldwin,Alabama,1003.0,5061,49,14.0,0.0
553903,553903,2020-09-21,Baldwin,Alabama,1003.0,5087,49,26.0,0.0
557140,557140,2020-09-22,Baldwin,Alabama,1003.0,5124,49,37.0,0.0
560376,560376,2020-09-23,Baldwin,Alabama,1003.0,5141,49,17.0,0.0
563615,563615,2020-09-24,Baldwin,Alabama,1003.0,5165,50,24.0,1.0
566856,566856,2020-09-25,Baldwin,Alabama,1003.0,5456,50,291.0,0.0
570097,570097,2020-09-26,Baldwin,Alabama,1003.0,5477,50,21.0,0.0
573339,573339,2020-09-27,Baldwin,Alabama,1003.0,5526,50,49.0,0.0
576583,576583,2020-09-28,Baldwin,Alabama,1003.0,5588,50,62.0,0.0
579824,579824,2020-09-29,Baldwin,Alabama,1003.0,5606,50,18.0,0.0
583063,583063,2020-09-30,Baldwin,Alabama,1003.0,5640,52,34.0,2.0
586303,586303,2020-10-01,Baldwin,Alabama,1003.0,5997,53,357.0,1.0
589544,589544,2020-10-02,Baldwin,Alabama,1003.0,6024,53,27.0,0.0
592784,592784,2020-10-03,Baldwin,Alabama,1003.0,6048,53,24.0,0.0
596026,596026,2020-10-04,Baldwin,Alabama,1003.0,6073,53,25.0,0.0
599269,599269,2020-10-05,Baldwin,Alabama,1003.0,6085,53,12.0,0.0
602512,602512,2020-10-06,Baldwin,Alabama,1003.0,6116,55,31.0,2.0
605754,605754,2020-10-07,Baldwin,Alabama,1003.0,6134,56,18.0,1.0
608997,608997,2020-10-08,Baldwin,Alabama,1003.0,6141,64,7.0,8.0
612239,612239,2020-10-09,Baldwin,Alabama,1003.0,6172,64,31.0,0.0
615480,615480,2020-10-10,Baldwin,Alabama,1003.0,6190,65,18.0,1.0
618722,618722,2020-10-11,Baldwin,Alabama,1003.0,6203,65,13.0,0.0
621965,621965,2020-10-12,Baldwin,Alabama,1003.0,6220,65,17.0,0.0
625208,625208,2020-10-13,Baldwin,Alabama,1003.0,6248,65,28.0,0.0
628451,628451,2020-10-14,Baldwin,Alabama,1003.0,6270,66,22.0,1.0
631695,631695,2020-10-15,Baldwin,Alabama,1003.0,6285,66,15.0,0.0
634940,634940,2020-10-16,Baldwin,Alabama,1003.0,6333,67,48.0,1.0
638185,638185,2020-10-17,Baldwin,Alabama,1003.0,6350,67,17.0,0.0
641432,641432,2020-10-18,Baldwin,Alabama,1003.0,6369,67,19.0,0.0
644680,644680,2020-10-19,Baldwin,Alabama,1003.0,6375,67,6.0,0.0
647925,647925,2020-10-20,Baldwin,Alabama,1003.0,6405,69,30.0,2.0
651169,651169,2020-10-21,Baldwin,Alabama,1003.0,6443,69,38.0,0.0
654414,654414,2020-10-22,Baldwin,Alabama,1003.0,6475,69,32.0,0.0
657659,657659,2020-10-23,Baldwin,Alabama,1003.0,6615,69,140.0,0.0
660903,660903,2020-10-24,Baldwin,Alabama,1003.0,6637,69,22.0,0.0
664148,664148,2020-10-25,Baldwin,Alabama,1003.0,6658,69,21.0,0.0
667394,667394,2020-10-26,Baldwin,Alabama,1003.0,6694,69,36.0,0.0
670637,670637,2020-10-27,Baldwin,Alabama,1003.0,6712,69,18.0,0.0
673879,673879,2020-10-28,Baldwin,Alabama,1003.0,6743,69,31.0,0.0
677123,677123,2020-10-29,Baldwin,Alabama,1003.0,6768,69,25.0,0.0
680366,680366,2020-10-30,Baldwin,Alabama,1003.0,6888,71,120.0,2.0
683610,683610,2020-10-31,Baldwin,Alabama,1003.0,6940,71,52.0,0.0
686855,686855,2020-11-01,Baldwin,Alabama,1003.0,6966,71,26.0,0.0
690100,690100,2020-11-02,Baldwin,Alabama,1003.0,6985,71,19.0,0.0
693343,693343,2020-11-03,Baldwin,Alabama,1003.0,6995,74,10.0,3.0
696586,696586,2020-11-04,Baldwin,Alabama,1003.0,7061,77,66.0,3.0
699831,699831,2020-11-05,Baldwin,Alabama,1003.0,7097,77,36.0,0.0
703075,703075,2020-11-06,Baldwin,Alabama,1003.0,7134,83,37.0,6.0
706318,706318,2020-11-07,Baldwin,Alabama,1003.0,7188,83,54.0,0.0
709562,709562,2020-11-08,Baldwin,Alabama,1003.0,7226,83,38.0,0.0
712806,712806,2020-11-09,Baldwin,Alabama,1003.0,7263,83,37.0,0.0
28398,28398,2020-04-03,Barbour,Alabama,1005.0,1,0,0.0,0.0
30755,30755,2020-04-04,Barbour,Alabama,1005.0,2,0,1.0,0.0
33159,33159,2020-04-05,Barbour,Alabama,1005.0,2,0,0.0,0.0
35598,35598,2020-04-06,Barbour,Alabama,1005.0,3,0,1.0,0.0
38086,38086,2020-04-07,Barbour,Alabama,1005.0,3,0,0.0,0.0
40628,40628,2020-04-08,Barbour,Alabama,1005.0,3,0,0.0,0.0
43201,43201,2020-04-09,Barbour,Alabama,1005.0,7,0,4.0,0.0
45799,45799,2020-04-10,Barbour,Alabama,1005.0,9,0,2.0,0.0
48428,48428,2020-04-11,Barbour,Alabama,1005.0,10,0,1.0,0.0
51089,51089,2020-04-12,Barbour,Alabama,1005.0,10,0,0.0,0.0
53767,53767,2020-04-13,Barbour,Alabama,1005.0,10,0,0.0,0.0
56459,56459,2020-04-14,Barbour,Alabama,1005.0,11,0,1.0,0.0
59167,59167,2020-04-15,Barbour,Alabama,1005.0,13,0,2.0,0.0
61885,61885,2020-04-16,Barbour,Alabama,1005.0,14,0,1.0,0.0
64618,64618,2020-04-17,Barbour,Alabama,1005.0,15,0,1.0,0.0
67366,67366,2020-04-18,Barbour,Alabama,1005.0,18,0,3.0,0.0
70128,70128,2020-04-19,Barbour,Alabama,1005.0,20,0,2.0,0.0
72897,72897,2020-04-20,Barbour,Alabama,1005.0,22,0,2.0,0.0
75673,75673,2020-04-21,Barbour,Alabama,1005.0,28,0,6.0,0.0
78456,78456,2020-04-22,Barbour,Alabama,1005.0,29,0,1.0,0.0
81249,81249,2020-04-23,Barbour,Alabama,1005.0,30,0,1.0,0.0
84050,84050,2020-04-24,Barbour,Alabama,1005.0,32,0,2.0,0.0
86858,86858,2020-04-25,Barbour,Alabama,1005.0,33,0,1.0,0.0
89674,89674,2020-04-26,Barbour,Alabama,1005.0,33,0,0.0,0.0
92492,92492,2020-04-27,Barbour,Alabama,1005.0,35,0,2.0,0.0
95322,95322,2020-04-28,Barbour,Alabama,1005.0,37,0,2.0,0.0
98167,98167,2020-04-29,Barbour,Alabama,1005.0,37,1,0.0,1.0
101017,101017,2020-04-30,Barbour,Alabama,1005.0,39,1,2.0,0.0
103872,103872,2020-05-01,Barbour,Alabama,1005.0,42,1,3.0,0.0
106737,106737,2020-05-02,Barbour,Alabama,1005.0,43,1,1.0,0.0
109606,109606,2020-05-03,Barbour,Alabama,1005.0,45,1,2.0,0.0
112481,112481,2020-05-04,Barbour,Alabama,1005.0,45,1,0.0,0.0
115364,115364,2020-05-05,Barbour,Alabama,1005.0,47,1,2.0,0.0
118323,118323,2020-05-06,Barbour,Alabama,1005.0,47,1,0.0,0.0
121289,121289,2020-05-07,Barbour,Alabama,1005.0,51,1,4.0,0.0
124269,124269,2020-05-08,Barbour,Alabama,1005.0,53,1,2.0,0.0
127254,127254,2020-05-09,Barbour,Alabama,1005.0,58,1,5.0,0.0
130244,130244,2020-05-10,Barbour,Alabama,1005.0,59,1,1.0,0.0
133234,133234,2020-05-11,Barbour,Alabama,1005.0,61,1,2.0,0.0
136224,136224,2020-05-12,Barbour,Alabama,1005.0,67,1,6.0,0.0
139215,139215,2020-05-13,Barbour,Alabama,1005.0,69,1,2.0,0.0
142211,142211,2020-05-14,Barbour,Alabama,1005.0,74,1,5.0,0.0
145210,145210,2020-05-15,Barbour,Alabama,1005.0,79,1,5.0,0.0
148213,148213,2020-05-16,Barbour,Alabama,1005.0,79,1,0.0,0.0
151222,151222,2020-05-17,Barbour,Alabama,1005.0,81,1,2.0,0.0
154234,154234,2020-05-18,Barbour,Alabama,1005.0,85,1,4.0,0.0
157250,157250,2020-05-19,Barbour,Alabama,1005.0,90,1,5.0,0.0
160274,160274,2020-05-20,Barbour,Alabama,1005.0,96,1,6.0,0.0
163302,163302,2020-05-21,Barbour,Alabama,1005.0,100,1,4.0,0.0
166334,166334,2020-05-22,Barbour,Alabama,1005.0,104,1,4.0,0.0
169370,169370,2020-05-23,Barbour,Alabama,1005.0,105,1,1.0,0.0
172411,172411,2020-05-24,Barbour,Alabama,1005.0,110,1,5.0,0.0
175454,175454,2020-05-25,Barbour,Alabama,1005.0,113,1,3.0,0.0
178499,178499,2020-05-26,Barbour,Alabama,1005.0,122,1,9.0,0.0
181543,181543,2020-05-27,Barbour,Alabama,1005.0,130,1,8.0,0.0
184595,184595,2020-05-28,Barbour,Alabama,1005.0,132,1,2.0,0.0
187652,187652,2020-05-29,Barbour,Alabama,1005.0,147,1,15.0,0.0
190716,190716,2020-05-30,Barbour,Alabama,1005.0,150,1,3.0,0.0
193782,193782,2020-05-31,Barbour,Alabama,1005.0,167,1,17.0,0.0
196852,196852,2020-06-01,Barbour,Alabama,1005.0,173,1,6.0,0.0
199925,199925,2020-06-02,Barbour,Alabama,1005.0,176,1,3.0,0.0
203001,203001,2020-06-03,Barbour,Alabama,1005.0,178,1,2.0,0.0
206080,206080,2020-06-04,Barbour,Alabama,1005.0,178,1,0.0,0.0
209162,209162,2020-06-05,Barbour,Alabama,1005.0,184,1,6.0,0.0
212248,212248,2020-06-06,Barbour,Alabama,1005.0,191,1,7.0,0.0
215336,215336,2020-06-07,Barbour,Alabama,1005.0,194,1,3.0,0.0
218427,218427,2020-06-08,Barbour,Alabama,1005.0,198,1,4.0,0.0
221520,221520,2020-06-09,Barbour,Alabama,1005.0,200,1,2.0,0.0
224617,224617,2020-06-10,Barbour,Alabama,1005.0,209,1,9.0,0.0
227720,227720,2020-06-11,Barbour,Alabama,1005.0,215,1,6.0,0.0
230825,230825,2020-06-12,Barbour,Alabama,1005.0,222,1,7.0,0.0
233932,233932,2020-06-13,Barbour,Alabama,1005.0,227,1,5.0,0.0
237040,237040,2020-06-14,Barbour,Alabama,1005.0,235,1,8.0,0.0
240149,240149,2020-06-15,Barbour,Alabama,1005.0,238,1,3.0,0.0
243261,243261,2020-06-16,Barbour,Alabama,1005.0,245,1,7.0,0.0
246375,246375,2020-06-17,Barbour,Alabama,1005.0,251,1,6.0,0.0
249488,249488,2020-06-18,Barbour,Alabama,1005.0,263,1,12.0,0.0
252604,252604,2020-06-19,Barbour,Alabama,1005.0,266,1,3.0,0.0
255724,255724,2020-06-20,Barbour,Alabama,1005.0,272,1,6.0,0.0
258852,258852,2020-06-21,Barbour,Alabama,1005.0,272,1,0.0,0.0
261980,261980,2020-06-22,Barbour,Alabama,1005.0,277,1,5.0,0.0
265110,265110,2020-06-23,Barbour,Alabama,1005.0,280,1,3.0,0.0
268241,268241,2020-06-24,Barbour,Alabama,1005.0,288,1,8.0,0.0
271376,271376,2020-06-25,Barbour,Alabama,1005.0,305,1,17.0,0.0
274517,274517,2020-06-26,Barbour,Alabama,1005.0,312,1,7.0,0.0
277666,277666,2020-06-27,Barbour,Alabama,1005.0,317,1,5.0,0.0
280815,280815,2020-06-28,Barbour,Alabama,1005.0,317,1,0.0,0.0
283963,283963,2020-06-29,Barbour,Alabama,1005.0,322,1,5.0,0.0
287111,287111,2020-06-30,Barbour,Alabama,1005.0,325,1,3.0,0.0
290263,290263,2020-07-01,Barbour,Alabama,1005.0,326,1,1.0,0.0
293417,293417,2020-07-02,Barbour,Alabama,1005.0,335,1,9.0,0.0
296573,296573,2020-07-03,Barbour,Alabama,1005.0,348,2,13.0,1.0
299736,299736,2020-07-04,Barbour,Alabama,1005.0,350,2,2.0,0.0
302901,302901,2020-07-05,Barbour,Alabama,1005.0,352,2,2.0,0.0
306066,306066,2020-07-06,Barbour,Alabama,1005.0,356,2,4.0,0.0
309236,309236,2020-07-07,Barbour,Alabama,1005.0,360,2,4.0,0.0
312406,312406,2020-07-08,Barbour,Alabama,1005.0,366,2,6.0,0.0
315582,315582,2020-07-09,Barbour,Alabama,1005.0,371,2,5.0,0.0
318756,318756,2020-07-10,Barbour,Alabama,1005.0,381,2,10.0,0.0
321936,321936,2020-07-11,Barbour,Alabama,1005.0,398,2,17.0,0.0
325118,325118,2020-07-12,Barbour,Alabama,1005.0,403,2,5.0,0.0
328305,328305,2020-07-13,Barbour,Alabama,1005.0,413,2,10.0,0.0
331492,331492,2020-07-14,Barbour,Alabama,1005.0,428,3,15.0,1.0
334686,334686,2020-07-15,Barbour,Alabama,1005.0,441,3,13.0,0.0
337882,337882,2020-07-16,Barbour,Alabama,1005.0,459,3,18.0,0.0
341079,341079,2020-07-17,Barbour,Alabama,1005.0,463,3,4.0,0.0
344279,344279,2020-07-18,Barbour,Alabama,1005.0,483,3,20.0,0.0
347480,347480,2020-07-19,Barbour,Alabama,1005.0,495,3,12.0,0.0
350682,350682,2020-07-20,Barbour,Alabama,1005.0,503,4,8.0,1.0
353885,353885,2020-07-21,Barbour,Alabama,1005.0,514,4,11.0,0.0
357089,357089,2020-07-22,Barbour,Alabama,1005.0,518,4,4.0,0.0
360295,360295,2020-07-23,Barbour,Alabama,1005.0,534,4,16.0,0.0
363502,363502,2020-07-24,Barbour,Alabama,1005.0,539,4,5.0,0.0
366709,366709,2020-07-25,Barbour,Alabama,1005.0,552,4,13.0,0.0
369919,369919,2020-07-26,Barbour,Alabama,1005.0,562,4,10.0,0.0
373131,373131,2020-07-27,Barbour,Alabama,1005.0,569,4,7.0,0.0
376345,376345,2020-07-28,Barbour,Alabama,1005.0,575,4,6.0,0.0
379561,379561,2020-07-29,Barbour,Alabama,1005.0,584,4,9.0,0.0
382778,382778,2020-07-30,Barbour,Alabama,1005.0,585,5,1.0,1.0
385996,385996,2020-07-31,Barbour,Alabama,1005.0,598,5,13.0,0.0
389213,389213,2020-08-01,Barbour,Alabama,1005.0,602,5,4.0,0.0
392430,392430,2020-08-02,Barbour,Alabama,1005.0,610,5,8.0,0.0
395646,395646,2020-08-03,Barbour,Alabama,1005.0,612,5,2.0,0.0
398862,398862,2020-08-04,Barbour,Alabama,1005.0,614,5,2.0,0.0
402078,402078,2020-08-05,Barbour,Alabama,1005.0,615,5,1.0,0.0
405296,405296,2020-08-06,Barbour,Alabama,1005.0,619,5,4.0,0.0
408516,408516,2020-08-07,Barbour,Alabama,1005.0,624,5,5.0,0.0
411735,411735,2020-08-08,Barbour,Alabama,1005.0,628,5,4.0,0.0
414955,414955,2020-08-09,Barbour,Alabama,1005.0,630,5,2.0,0.0
418176,418176,2020-08-10,Barbour,Alabama,1005.0,631,5,1.0,0.0
421397,421397,2020-08-11,Barbour,Alabama,1005.0,643,6,12.0,1.0
424618,424618,2020-08-12,Barbour,Alabama,1005.0,646,6,3.0,0.0
427842,427842,2020-08-13,Barbour,Alabama,1005.0,651,6,5.0,0.0
431070,431070,2020-08-14,Barbour,Alabama,1005.0,656,6,5.0,0.0
434295,434295,2020-08-15,Barbour,Alabama,1005.0,663,6,7.0,0.0
437521,437521,2020-08-16,Barbour,Alabama,1005.0,671,6,8.0,0.0
440747,440747,2020-08-17,Barbour,Alabama,1005.0,672,6,1.0,0.0
443973,443973,2020-08-18,Barbour,Alabama,1005.0,674,6,2.0,0.0
447200,447200,2020-08-19,Barbour,Alabama,1005.0,683,7,9.0,1.0
450428,450428,2020-08-20,Barbour,Alabama,1005.0,692,7,9.0,0.0
453656,453656,2020-08-21,Barbour,Alabama,1005.0,695,7,3.0,0.0
456884,456884,2020-08-22,Barbour,Alabama,1005.0,699,7,4.0,0.0
460111,460111,2020-08-23,Barbour,Alabama,1005.0,702,7,3.0,0.0
463340,463340,2020-08-24,Barbour,Alabama,1005.0,720,7,18.0,0.0
466569,466569,2020-08-25,Barbour,Alabama,1005.0,724,7,4.0,0.0
469798,469798,2020-08-26,Barbour,Alabama,1005.0,732,7,8.0,0.0
473030,473030,2020-08-27,Barbour,Alabama,1005.0,739,7,7.0,0.0
476263,476263,2020-08-28,Barbour,Alabama,1005.0,745,7,6.0,0.0
479496,479496,2020-08-29,Barbour,Alabama,1005.0,753,7,8.0,0.0
482730,482730,2020-08-30,Barbour,Alabama,1005.0,757,7,4.0,0.0
485965,485965,2020-08-31,Barbour,Alabama,1005.0,757,7,0.0,0.0
489198,489198,2020-09-01,Barbour,Alabama,1005.0,764,7,7.0,0.0
492431,492431,2020-09-02,Barbour,Alabama,1005.0,768,7,4.0,0.0
495665,495665,2020-09-03,Barbour,Alabama,1005.0,771,7,3.0,0.0
498898,498898,2020-09-04,Barbour,Alabama,1005.0,776,7,5.0,0.0
502132,502132,2020-09-05,Barbour,Alabama,1005.0,776,7,0.0,0.0
505366,505366,2020-09-06,Barbour,Alabama,1005.0,777,7,1.0,0.0
508598,508598,2020-09-07,Barbour,Alabama,1005.0,778,7,1.0,0.0
511831,511831,2020-09-08,Barbour,Alabama,1005.0,778,7,0.0,0.0
515064,515064,2020-09-09,Barbour,Alabama,1005.0,778,7,0.0,0.0
518299,518299,2020-09-10,Barbour,Alabama,1005.0,785,7,7.0,0.0
521536,521536,2020-09-11,Barbour,Alabama,1005.0,786,7,1.0,0.0
524772,524772,2020-09-12,Barbour,Alabama,1005.0,792,7,6.0,0.0
528008,528008,2020-09-13,Barbour,Alabama,1005.0,794,7,2.0,0.0
531245,531245,2020-09-14,Barbour,Alabama,1005.0,801,7,7.0,0.0
534480,534480,2020-09-15,Barbour,Alabama,1005.0,806,7,5.0,0.0
537716,537716,2020-09-16,Barbour,Alabama,1005.0,809,7,3.0,0.0
540953,540953,2020-09-17,Barbour,Alabama,1005.0,809,7,0.0,0.0
544189,544189,2020-09-18,Barbour,Alabama,1005.0,824,7,15.0,0.0
547426,547426,2020-09-19,Barbour,Alabama,1005.0,830,7,6.0,0.0
550665,550665,2020-09-20,Barbour,Alabama,1005.0,835,7,5.0,0.0
553904,553904,2020-09-21,Barbour,Alabama,1005.0,838,7,3.0,0.0
557141,557141,2020-09-22,Barbour,Alabama,1005.0,848,7,10.0,0.0
560377,560377,2020-09-23,Barbour,Alabama,1005.0,851,7,3.0,0.0
563616,563616,2020-09-24,Barbour,Alabama,1005.0,857,7,6.0,0.0
566857,566857,2020-09-25,Barbour,Alabama,1005.0,873,7,16.0,0.0
570098,570098,2020-09-26,Barbour,Alabama,1005.0,882,7,9.0,0.0
573340,573340,2020-09-27,Barbour,Alabama,1005.0,885,7,3.0,0.0
576584,576584,2020-09-28,Barbour,Alabama,1005.0,886,7,1.0,0.0
579825,579825,2020-09-29,Barbour,Alabama,1005.0,886,7,0.0,0.0
583064,583064,2020-09-30,Barbour,Alabama,1005.0,896,7,10.0,0.0
586304,586304,2020-10-01,Barbour,Alabama,1005.0,898,7,2.0,0.0
589545,589545,2020-10-02,Barbour,Alabama,1005.0,902,7,4.0,0.0
592785,592785,2020-10-03,Barbour,Alabama,1005.0,921,7,19.0,0.0
596027,596027,2020-10-04,Barbour,Alabama,1005.0,921,7,0.0,0.0
599270,599270,2020-10-05,Barbour,Alabama,1005.0,921,7,0.0,0.0
602513,602513,2020-10-06,Barbour,Alabama,1005.0,923,7,2.0,0.0
605755,605755,2020-10-07,Barbour,Alabama,1005.0,927,7,4.0,0.0
608998,608998,2020-10-08,Barbour,Alabama,1005.0,927,9,0.0,2.0
612240,612240,2020-10-09,Barbour,Alabama,1005.0,939,9,12.0,0.0
615481,615481,2020-10-10,Barbour,Alabama,1005.0,942,9,3.0,0.0
618723,618723,2020-10-11,Barbour,Alabama,1005.0,942,9,0.0,0.0
621966,621966,2020-10-12,Barbour,Alabama,1005.0,944,9,2.0,0.0
625209,625209,2020-10-13,Barbour,Alabama,1005.0,951,9,7.0,0.0
628452,628452,2020-10-14,Barbour,Alabama,1005.0,950,9,-1.0,0.0
631696,631696,2020-10-15,Barbour,Alabama,1005.0,965,9,15.0,0.0
634941,634941,2020-10-16,Barbour,Alabama,1005.0,968,9,3.0,0.0
638186,638186,2020-10-17,Barbour,Alabama,1005.0,977,9,9.0,0.0
641433,641433,2020-10-18,Barbour,Alabama,1005.0,981,9,4.0,0.0
644681,644681,2020-10-19,Barbour,Alabama,1005.0,981,9,0.0,0.0
647926,647926,2020-10-20,Barbour,Alabama,1005.0,988,9,7.0,0.0
651170,651170,2020-10-21,Barbour,Alabama,1005.0,996,9,8.0,0.0
654415,654415,2020-10-22,Barbour,Alabama,1005.0,997,9,1.0,0.0
657660,657660,2020-10-23,Barbour,Alabama,1005.0,1012,9,15.0,0.0
660904,660904,2020-10-24,Barbour,Alabama,1005.0,1031,9,19.0,0.0
664149,664149,2020-10-25,Barbour,Alabama,1005.0,1033,9,2.0,0.0
667395,667395,2020-10-26,Barbour,Alabama,1005.0,1033,9,0.0,0.0
670638,670638,2020-10-27,Barbour,Alabama,1005.0,1042,9,9.0,0.0
673880,673880,2020-10-28,Barbour,Alabama,1005.0,1045,9,3.0,0.0
677124,677124,2020-10-29,Barbour,Alabama,1005.0,1055,9,10.0,0.0
680367,680367,2020-10-30,Barbour,Alabama,1005.0,1056,9,1.0,0.0
683611,683611,2020-10-31,Barbour,Alabama,1005.0,1060,9,4.0,0.0
686856,686856,2020-11-01,Barbour,Alabama,1005.0,1061,9,1.0,0.0
690101,690101,2020-11-02,Barbour,Alabama,1005.0,1065,9,4.0,0.0
693344,693344,2020-11-03,Barbour,Alabama,1005.0,1074,9,9.0,0.0
696587,696587,2020-11-04,Barbour,Alabama,1005.0,1079,9,5.0,0.0
699832,699832,2020-11-05,Barbour,Alabama,1005.0,1080,9,1.0,0.0
703076,703076,2020-11-06,Barbour,Alabama,1005.0,1090,9,10.0,0.0
706319,706319,2020-11-07,Barbour,Alabama,1005.0,1092,9,2.0,0.0
709563,709563,2020-11-08,Barbour,Alabama,1005.0,1095,9,3.0,0.0
712807,712807,2020-11-09,Barbour,Alabama,1005.0,1098,9,3.0,0.0
19657,19657,2020-03-30,Bibb,Alabama,1007.0,2,0,0.0,0.0
21729,21729,2020-03-31,Bibb,Alabama,1007.0,3,0,1.0,0.0
23882,23882,2020-04-01,Bibb,Alabama,1007.0,3,0,0.0,0.0
26103,26103,2020-04-02,Bibb,Alabama,1007.0,4,0,1.0,0.0
28399,28399,2020-04-03,Bibb,Alabama,1007.0,4,0,0.0,0.0
30756,30756,2020-04-04,Bibb,Alabama,1007.0,4,0,0.0,0.0
33160,33160,2020-04-05,Bibb,Alabama,1007.0,7,0,3.0,0.0
35599,35599,2020-04-06,Bibb,Alabama,1007.0,7,0,0.0,0.0
38087,38087,2020-04-07,Bibb,Alabama,1007.0,8,0,1.0,0.0
40629,40629,2020-04-08,Bibb,Alabama,1007.0,9,0,1.0,0.0
43202,43202,2020-04-09,Bibb,Alabama,1007.0,11,0,2.0,0.0
45800,45800,2020-04-10,Bibb,Alabama,1007.0,11,0,0.0,0.0
48429,48429,2020-04-11,Bibb,Alabama,1007.0,13,0,2.0,0.0
51090,51090,2020-04-12,Bibb,Alabama,1007.0,16,0,3.0,0.0
53768,53768,2020-04-13,Bibb,Alabama,1007.0,17,0,1.0,0.0
56460,56460,2020-04-14,Bibb,Alabama,1007.0,17,0,0.0,0.0
59168,59168,2020-04-15,Bibb,Alabama,1007.0,19,0,2.0,0.0
61886,61886,2020-04-16,Bibb,Alabama,1007.0,24,0,5.0,0.0
64619,64619,2020-04-17,Bibb,Alabama,1007.0,23,0,-1.0,0.0
67367,67367,2020-04-18,Bibb,Alabama,1007.0,26,0,3.0,0.0
70129,70129,2020-04-19,Bibb,Alabama,1007.0,28,0,2.0,0.0
72898,72898,2020-04-20,Bibb,Alabama,1007.0,32,0,4.0,0.0
75674,75674,2020-04-21,Bibb,Alabama,1007.0,32,0,0.0,0.0
78457,78457,2020-04-22,Bibb,Alabama,1007.0,34,0,2.0,0.0
81250,81250,2020-04-23,Bibb,Alabama,1007.0,33,0,-1.0,0.0
84051,84051,2020-04-24,Bibb,Alabama,1007.0,34,0,1.0,0.0
86859,86859,2020-04-25,Bibb,Alabama,1007.0,35,0,1.0,0.0
89675,89675,2020-04-26,Bibb,Alabama,1007.0,38,0,3.0,0.0
92493,92493,2020-04-27,Bibb,Alabama,1007.0,42,0,4.0,0.0
95323,95323,2020-04-28,Bibb,Alabama,1007.0,42,0,0.0,0.0
98168,98168,2020-04-29,Bibb,Alabama,1007.0,42,0,0.0,0.0
101018,101018,2020-04-30,Bibb,Alabama,1007.0,42,0,0.0,0.0
103873,103873,2020-05-01,Bibb,Alabama,1007.0,42,0,0.0,0.0
106738,106738,2020-05-02,Bibb,Alabama,1007.0,42,0,0.0,0.0
109607,109607,2020-05-03,Bibb,Alabama,1007.0,43,0,1.0,0.0
112482,112482,2020-05-04,Bibb,Alabama,1007.0,42,0,-1.0,0.0
115365,115365,2020-05-05,Bibb,Alabama,1007.0,43,0,1.0,0.0
118324,118324,2020-05-06,Bibb,Alabama,1007.0,43,0,0.0,0.0
121290,121290,2020-05-07,Bibb,Alabama,1007.0,44,0,1.0,0.0
124270,124270,2020-05-08,Bibb,Alabama,1007.0,44,1,0.0,1.0
127255,127255,2020-05-09,Bibb,Alabama,1007.0,45,1,1.0,0.0
130245,130245,2020-05-10,Bibb,Alabama,1007.0,46,1,1.0,0.0
133235,133235,2020-05-11,Bibb,Alabama,1007.0,46,1,0.0,0.0
136225,136225,2020-05-12,Bibb,Alabama,1007.0,46,1,0.0,0.0
139216,139216,2020-05-13,Bibb,Alabama,1007.0,46,1,0.0,0.0
142212,142212,2020-05-14,Bibb,Alabama,1007.0,46,1,0.0,0.0
145211,145211,2020-05-15,Bibb,Alabama,1007.0,49,1,3.0,0.0
148214,148214,2020-05-16,Bibb,Alabama,1007.0,50,1,1.0,0.0
151223,151223,2020-05-17,Bibb,Alabama,1007.0,50,1,0.0,0.0
154235,154235,2020-05-18,Bibb,Alabama,1007.0,50,1,0.0,0.0
157251,157251,2020-05-19,Bibb,Alabama,1007.0,51,1,1.0,0.0
160275,160275,2020-05-20,Bibb,Alabama,1007.0,52,1,1.0,0.0
163303,163303,2020-05-21,Bibb,Alabama,1007.0,52,1,0.0,0.0
166335,166335,2020-05-22,Bibb,Alabama,1007.0,55,1,3.0,0.0
169371,169371,2020-05-23,Bibb,Alabama,1007.0,58,1,3.0,0.0
172412,172412,2020-05-24,Bibb,Alabama,1007.0,59,1,1.0,0.0
