,Unnamed: 0,date,county,state,fips,cases_cumm,deaths_cumm,cases_new,deaths_new
175455,175455,2020-05-25,Bibb,Alabama,1007.0,59,1,0.0,0.0
178500,178500,2020-05-26,Bibb,Alabama,1007.0,66,1,7.0,0.0
181544,181544,2020-05-27,Bibb,Alabama,1007.0,71,1,5.0,0.0
184596,184596,2020-05-28,Bibb,Alabama,1007.0,71,1,0.0,0.0
187653,187653,2020-05-29,Bibb,Alabama,1007.0,71,1,0.0,0.0
190717,190717,2020-05-30,Bibb,Alabama,1007.0,72,1,1.0,0.0
193783,193783,2020-05-31,Bibb,Alabama,1007.0,75,1,3.0,0.0
196853,196853,2020-06-01,Bibb,Alabama,1007.0,79,1,4.0,0.0
199926,199926,2020-06-02,Bibb,Alabama,1007.0,79,1,0.0,0.0
203002,203002,2020-06-03,Bibb,Alabama,1007.0,79,1,0.0,0.0
206081,206081,2020-06-04,Bibb,Alabama,1007.0,79,1,0.0,0.0
209163,209163,2020-06-05,Bibb,Alabama,1007.0,79,1,0.0,0.0
212249,212249,2020-06-06,Bibb,Alabama,1007.0,80,1,1.0,0.0
215337,215337,2020-06-07,Bibb,Alabama,1007.0,80,1,0.0,0.0
218428,218428,2020-06-08,Bibb,Alabama,1007.0,82,1,2.0,0.0
221521,221521,2020-06-09,Bibb,Alabama,1007.0,88,1,6.0,0.0
224618,224618,2020-06-10,Bibb,Alabama,1007.0,92,1,4.0,0.0
227721,227721,2020-06-11,Bibb,Alabama,1007.0,96,1,4.0,0.0
230826,230826,2020-06-12,Bibb,Alabama,1007.0,100,1,4.0,0.0
233933,233933,2020-06-13,Bibb,Alabama,1007.0,103,1,3.0,0.0
237041,237041,2020-06-14,Bibb,Alabama,1007.0,107,1,4.0,0.0
240150,240150,2020-06-15,Bibb,Alabama,1007.0,111,1,4.0,0.0
243262,243262,2020-06-16,Bibb,Alabama,1007.0,116,1,5.0,0.0
246376,246376,2020-06-17,Bibb,Alabama,1007.0,118,1,2.0,0.0
249489,249489,2020-06-18,Bibb,Alabama,1007.0,121,1,3.0,0.0
252605,252605,2020-06-19,Bibb,Alabama,1007.0,126,1,5.0,0.0
255725,255725,2020-06-20,Bibb,Alabama,1007.0,126,1,0.0,0.0
258853,258853,2020-06-21,Bibb,Alabama,1007.0,127,1,1.0,0.0
261981,261981,2020-06-22,Bibb,Alabama,1007.0,129,1,2.0,0.0
265111,265111,2020-06-23,Bibb,Alabama,1007.0,135,1,6.0,0.0
268242,268242,2020-06-24,Bibb,Alabama,1007.0,141,1,6.0,0.0
271377,271377,2020-06-25,Bibb,Alabama,1007.0,149,1,8.0,0.0
274518,274518,2020-06-26,Bibb,Alabama,1007.0,153,1,4.0,0.0
277667,277667,2020-06-27,Bibb,Alabama,1007.0,161,1,8.0,0.0
280816,280816,2020-06-28,Bibb,Alabama,1007.0,162,1,1.0,0.0
283964,283964,2020-06-29,Bibb,Alabama,1007.0,165,1,3.0,0.0
287112,287112,2020-06-30,Bibb,Alabama,1007.0,170,1,5.0,0.0
290264,290264,2020-07-01,Bibb,Alabama,1007.0,174,1,4.0,0.0
293418,293418,2020-07-02,Bibb,Alabama,1007.0,179,1,5.0,0.0
296574,296574,2020-07-03,Bibb,Alabama,1007.0,189,1,10.0,0.0
299737,299737,2020-07-04,Bibb,Alabama,1007.0,190,1,1.0,0.0
302902,302902,2020-07-05,Bibb,Alabama,1007.0,193,1,3.0,0.0
306067,306067,2020-07-06,Bibb,Alabama,1007.0,197,1,4.0,0.0
309237,309237,2020-07-07,Bibb,Alabama,1007.0,199,1,2.0,0.0
312407,312407,2020-07-08,Bibb,Alabama,1007.0,201,1,2.0,0.0
315583,315583,2020-07-09,Bibb,Alabama,1007.0,211,1,10.0,0.0
318757,318757,2020-07-10,Bibb,Alabama,1007.0,218,1,7.0,0.0
321937,321937,2020-07-11,Bibb,Alabama,1007.0,224,1,6.0,0.0
325119,325119,2020-07-12,Bibb,Alabama,1007.0,228,1,4.0,0.0
328306,328306,2020-07-13,Bibb,Alabama,1007.0,231,1,3.0,0.0
331493,331493,2020-07-14,Bibb,Alabama,1007.0,236,2,5.0,1.0
334687,334687,2020-07-15,Bibb,Alabama,1007.0,242,2,6.0,0.0
337883,337883,2020-07-16,Bibb,Alabama,1007.0,247,2,5.0,0.0
341080,341080,2020-07-17,Bibb,Alabama,1007.0,255,2,8.0,0.0
344280,344280,2020-07-18,Bibb,Alabama,1007.0,264,2,9.0,0.0
347481,347481,2020-07-19,Bibb,Alabama,1007.0,269,2,5.0,0.0
350683,350683,2020-07-20,Bibb,Alabama,1007.0,279,2,10.0,0.0
353886,353886,2020-07-21,Bibb,Alabama,1007.0,283,2,4.0,0.0
357090,357090,2020-07-22,Bibb,Alabama,1007.0,287,2,4.0,0.0
360296,360296,2020-07-23,Bibb,Alabama,1007.0,289,2,2.0,0.0
363503,363503,2020-07-24,Bibb,Alabama,1007.0,303,2,14.0,0.0
366710,366710,2020-07-25,Bibb,Alabama,1007.0,318,2,15.0,0.0
369920,369920,2020-07-26,Bibb,Alabama,1007.0,324,2,6.0,0.0
373132,373132,2020-07-27,Bibb,Alabama,1007.0,334,2,10.0,0.0
376346,376346,2020-07-28,Bibb,Alabama,1007.0,338,2,4.0,0.0
379562,379562,2020-07-29,Bibb,Alabama,1007.0,344,2,6.0,0.0
382779,382779,2020-07-30,Bibb,Alabama,1007.0,352,2,8.0,0.0
385997,385997,2020-07-31,Bibb,Alabama,1007.0,363,2,11.0,0.0
389214,389214,2020-08-01,Bibb,Alabama,1007.0,368,2,5.0,0.0
392431,392431,2020-08-02,Bibb,Alabama,1007.0,372,3,4.0,1.0
395647,395647,2020-08-03,Bibb,Alabama,1007.0,382,3,10.0,0.0
398863,398863,2020-08-04,Bibb,Alabama,1007.0,389,3,7.0,0.0
402079,402079,2020-08-05,Bibb,Alabama,1007.0,392,4,3.0,1.0
405297,405297,2020-08-06,Bibb,Alabama,1007.0,421,4,29.0,0.0
408517,408517,2020-08-07,Bibb,Alabama,1007.0,424,4,3.0,0.0
411736,411736,2020-08-08,Bibb,Alabama,1007.0,434,5,10.0,1.0
414956,414956,2020-08-09,Bibb,Alabama,1007.0,446,5,12.0,0.0
418177,418177,2020-08-10,Bibb,Alabama,1007.0,450,5,4.0,0.0
421398,421398,2020-08-11,Bibb,Alabama,1007.0,455,6,5.0,1.0
424619,424619,2020-08-12,Bibb,Alabama,1007.0,464,6,9.0,0.0
427843,427843,2020-08-13,Bibb,Alabama,1007.0,469,6,5.0,0.0
431071,431071,2020-08-14,Bibb,Alabama,1007.0,477,6,8.0,0.0
434296,434296,2020-08-15,Bibb,Alabama,1007.0,483,6,6.0,0.0
437522,437522,2020-08-16,Bibb,Alabama,1007.0,483,6,0.0,0.0
440748,440748,2020-08-17,Bibb,Alabama,1007.0,488,6,5.0,0.0
443974,443974,2020-08-18,Bibb,Alabama,1007.0,490,6,2.0,0.0
447201,447201,2020-08-19,Bibb,Alabama,1007.0,503,6,13.0,0.0
450429,450429,2020-08-20,Bibb,Alabama,1007.0,507,6,4.0,0.0
453657,453657,2020-08-21,Bibb,Alabama,1007.0,514,6,7.0,0.0
456885,456885,2020-08-22,Bibb,Alabama,1007.0,516,6,2.0,0.0
460112,460112,2020-08-23,Bibb,Alabama,1007.0,523,6,7.0,0.0
463341,463341,2020-08-24,Bibb,Alabama,1007.0,526,6,3.0,0.0
466570,466570,2020-08-25,Bibb,Alabama,1007.0,527,6,1.0,0.0
469799,469799,2020-08-26,Bibb,Alabama,1007.0,530,6,3.0,0.0
473031,473031,2020-08-27,Bibb,Alabama,1007.0,533,6,3.0,0.0
476264,476264,2020-08-28,Bibb,Alabama,1007.0,535,6,2.0,0.0
479497,479497,2020-08-29,Bibb,Alabama,1007.0,540,7,5.0,1.0
482731,482731,2020-08-30,Bibb,Alabama,1007.0,550,7,10.0,0.0
485966,485966,2020-08-31,Bibb,Alabama,1007.0,554,8,4.0,1.0
489199,489199,2020-09-01,Bibb,Alabama,1007.0,558,8,4.0,0.0
492432,492432,2020-09-02,Bibb,Alabama,1007.0,562,8,4.0,0.0
495666,495666,2020-09-03,Bibb,Alabama,1007.0,564,8,2.0,0.0
498899,498899,2020-09-04,Bibb,Alabama,1007.0,570,9,6.0,1.0
502133,502133,2020-09-05,Bibb,Alabama,1007.0,576,9,6.0,0.0
505367,505367,2020-09-06,Bibb,Alabama,1007.0,581,9,5.0,0.0
508599,508599,2020-09-07,Bibb,Alabama,1007.0,583,9,2.0,0.0
511832,511832,2020-09-08,Bibb,Alabama,1007.0,589,9,6.0,0.0
515065,515065,2020-09-09,Bibb,Alabama,1007.0,591,9,2.0,0.0
518300,518300,2020-09-10,Bibb,Alabama,1007.0,594,9,3.0,0.0
521537,521537,2020-09-11,Bibb,Alabama,1007.0,602,9,8.0,0.0
524773,524773,2020-09-12,Bibb,Alabama,1007.0,604,9,2.0,0.0
528009,528009,2020-09-13,Bibb,Alabama,1007.0,607,9,3.0,0.0
531246,531246,2020-09-14,Bibb,Alabama,1007.0,610,9,3.0,0.0
534481,534481,2020-09-15,Bibb,Alabama,1007.0,611,9,1.0,0.0
537717,537717,2020-09-16,Bibb,Alabama,1007.0,612,9,1.0,0.0
540954,540954,2020-09-17,Bibb,Alabama,1007.0,617,9,5.0,0.0
544190,544190,2020-09-18,Bibb,Alabama,1007.0,619,10,2.0,1.0
547427,547427,2020-09-19,Bibb,Alabama,1007.0,628,10,9.0,0.0
550666,550666,2020-09-20,Bibb,Alabama,1007.0,632,10,4.0,0.0
553905,553905,2020-09-21,Bibb,Alabama,1007.0,636,10,4.0,0.0
557142,557142,2020-09-22,Bibb,Alabama,1007.0,635,10,-1.0,0.0
560378,560378,2020-09-23,Bibb,Alabama,1007.0,638,10,3.0,0.0
563617,563617,2020-09-24,Bibb,Alabama,1007.0,642,10,4.0,0.0
566858,566858,2020-09-25,Bibb,Alabama,1007.0,652,10,10.0,0.0
570099,570099,2020-09-26,Bibb,Alabama,1007.0,654,10,2.0,0.0
573341,573341,2020-09-27,Bibb,Alabama,1007.0,656,10,2.0,0.0
576585,576585,2020-09-28,Bibb,Alabama,1007.0,657,10,1.0,0.0
579826,579826,2020-09-29,Bibb,Alabama,1007.0,658,10,1.0,0.0
583065,583065,2020-09-30,Bibb,Alabama,1007.0,664,11,6.0,1.0
586305,586305,2020-10-01,Bibb,Alabama,1007.0,672,10,8.0,-1.0
589546,589546,2020-10-02,Bibb,Alabama,1007.0,675,10,3.0,0.0
592786,592786,2020-10-03,Bibb,Alabama,1007.0,678,10,3.0,0.0
596028,596028,2020-10-04,Bibb,Alabama,1007.0,686,10,8.0,0.0
599271,599271,2020-10-05,Bibb,Alabama,1007.0,687,10,1.0,0.0
602514,602514,2020-10-06,Bibb,Alabama,1007.0,691,10,4.0,0.0
605756,605756,2020-10-07,Bibb,Alabama,1007.0,703,10,12.0,0.0
608999,608999,2020-10-08,Bibb,Alabama,1007.0,708,12,5.0,2.0
612241,612241,2020-10-09,Bibb,Alabama,1007.0,719,12,11.0,0.0
615482,615482,2020-10-10,Bibb,Alabama,1007.0,726,12,7.0,0.0
618724,618724,2020-10-11,Bibb,Alabama,1007.0,736,12,10.0,0.0
621967,621967,2020-10-12,Bibb,Alabama,1007.0,738,12,2.0,0.0
625210,625210,2020-10-13,Bibb,Alabama,1007.0,744,12,6.0,0.0
628453,628453,2020-10-14,Bibb,Alabama,1007.0,744,13,0.0,1.0
631697,631697,2020-10-15,Bibb,Alabama,1007.0,761,13,17.0,0.0
634942,634942,2020-10-16,Bibb,Alabama,1007.0,771,13,10.0,0.0
638187,638187,2020-10-17,Bibb,Alabama,1007.0,775,13,4.0,0.0
641434,641434,2020-10-18,Bibb,Alabama,1007.0,785,13,10.0,0.0
644682,644682,2020-10-19,Bibb,Alabama,1007.0,789,13,4.0,0.0
647927,647927,2020-10-20,Bibb,Alabama,1007.0,791,14,2.0,1.0
651171,651171,2020-10-21,Bibb,Alabama,1007.0,801,14,10.0,0.0
654416,654416,2020-10-22,Bibb,Alabama,1007.0,811,14,10.0,0.0
657661,657661,2020-10-23,Bibb,Alabama,1007.0,825,14,14.0,0.0
660905,660905,2020-10-24,Bibb,Alabama,1007.0,828,14,3.0,0.0
664150,664150,2020-10-25,Bibb,Alabama,1007.0,840,14,12.0,0.0
667396,667396,2020-10-26,Bibb,Alabama,1007.0,843,14,3.0,0.0
670639,670639,2020-10-27,Bibb,Alabama,1007.0,850,15,7.0,1.0
673881,673881,2020-10-28,Bibb,Alabama,1007.0,856,15,6.0,0.0
677125,677125,2020-10-29,Bibb,Alabama,1007.0,861,15,5.0,0.0
680368,680368,2020-10-30,Bibb,Alabama,1007.0,866,15,5.0,0.0
683612,683612,2020-10-31,Bibb,Alabama,1007.0,873,15,7.0,0.0
686857,686857,2020-11-01,Bibb,Alabama,1007.0,878,15,5.0,0.0
690102,690102,2020-11-02,Bibb,Alabama,1007.0,883,15,5.0,0.0
693345,693345,2020-11-03,Bibb,Alabama,1007.0,890,15,7.0,0.0
696588,696588,2020-11-04,Bibb,Alabama,1007.0,897,15,7.0,0.0
699833,699833,2020-11-05,Bibb,Alabama,1007.0,907,15,10.0,0.0
703077,703077,2020-11-06,Bibb,Alabama,1007.0,917,15,10.0,0.0
706320,706320,2020-11-07,Bibb,Alabama,1007.0,924,16,7.0,1.0
709564,709564,2020-11-08,Bibb,Alabama,1007.0,926,16,2.0,0.0
712808,712808,2020-11-09,Bibb,Alabama,1007.0,932,16,6.0,0.0
10837,10837,2020-03-25,Blount,Alabama,1009.0,1,0,0.0,0.0
12369,12369,2020-03-26,Blount,Alabama,1009.0,3,0,2.0,0.0
14027,14027,2020-03-27,Blount,Alabama,1009.0,5,0,2.0,0.0
15805,15805,2020-03-28,Blount,Alabama,1009.0,5,0,0.0,0.0
17688,17688,2020-03-29,Blount,Alabama,1009.0,5,0,0.0,0.0
19658,19658,2020-03-30,Blount,Alabama,1009.0,5,0,0.0,0.0
21730,21730,2020-03-31,Blount,Alabama,1009.0,5,0,0.0,0.0
23883,23883,2020-04-01,Blount,Alabama,1009.0,5,0,0.0,0.0
26104,26104,2020-04-02,Blount,Alabama,1009.0,6,0,1.0,0.0
28400,28400,2020-04-03,Blount,Alabama,1009.0,9,0,3.0,0.0
30757,30757,2020-04-04,Blount,Alabama,1009.0,10,0,1.0,0.0
33161,33161,2020-04-05,Blount,Alabama,1009.0,10,0,0.0,0.0
35600,35600,2020-04-06,Blount,Alabama,1009.0,10,0,0.0,0.0
38088,38088,2020-04-07,Blount,Alabama,1009.0,10,0,0.0,0.0
40630,40630,2020-04-08,Blount,Alabama,1009.0,10,0,0.0,0.0
43203,43203,2020-04-09,Blount,Alabama,1009.0,11,0,1.0,0.0
45801,45801,2020-04-10,Blount,Alabama,1009.0,12,0,1.0,0.0
48430,48430,2020-04-11,Blount,Alabama,1009.0,12,0,0.0,0.0
51091,51091,2020-04-12,Blount,Alabama,1009.0,13,0,1.0,0.0
53769,53769,2020-04-13,Blount,Alabama,1009.0,15,0,2.0,0.0
56461,56461,2020-04-14,Blount,Alabama,1009.0,16,0,1.0,0.0
59169,59169,2020-04-15,Blount,Alabama,1009.0,17,0,1.0,0.0
61887,61887,2020-04-16,Blount,Alabama,1009.0,18,0,1.0,0.0
64620,64620,2020-04-17,Blount,Alabama,1009.0,20,0,2.0,0.0
67368,67368,2020-04-18,Blount,Alabama,1009.0,20,0,0.0,0.0
70130,70130,2020-04-19,Blount,Alabama,1009.0,21,0,1.0,0.0
72899,72899,2020-04-20,Blount,Alabama,1009.0,22,0,1.0,0.0
75675,75675,2020-04-21,Blount,Alabama,1009.0,26,0,4.0,0.0
78458,78458,2020-04-22,Blount,Alabama,1009.0,29,0,3.0,0.0
81251,81251,2020-04-23,Blount,Alabama,1009.0,31,0,2.0,0.0
84052,84052,2020-04-24,Blount,Alabama,1009.0,31,0,0.0,0.0
86860,86860,2020-04-25,Blount,Alabama,1009.0,31,0,0.0,0.0
89676,89676,2020-04-26,Blount,Alabama,1009.0,34,0,3.0,0.0
92494,92494,2020-04-27,Blount,Alabama,1009.0,34,0,0.0,0.0
95324,95324,2020-04-28,Blount,Alabama,1009.0,34,0,0.0,0.0
98169,98169,2020-04-29,Blount,Alabama,1009.0,36,0,2.0,0.0
101019,101019,2020-04-30,Blount,Alabama,1009.0,37,0,1.0,0.0
103874,103874,2020-05-01,Blount,Alabama,1009.0,39,0,2.0,0.0
106739,106739,2020-05-02,Blount,Alabama,1009.0,40,0,1.0,0.0
109608,109608,2020-05-03,Blount,Alabama,1009.0,40,0,0.0,0.0
112483,112483,2020-05-04,Blount,Alabama,1009.0,40,0,0.0,0.0
115366,115366,2020-05-05,Blount,Alabama,1009.0,40,0,0.0,0.0
118325,118325,2020-05-06,Blount,Alabama,1009.0,42,0,2.0,0.0
121291,121291,2020-05-07,Blount,Alabama,1009.0,44,0,2.0,0.0
124271,124271,2020-05-08,Blount,Alabama,1009.0,44,0,0.0,0.0
127256,127256,2020-05-09,Blount,Alabama,1009.0,44,0,0.0,0.0
130246,130246,2020-05-10,Blount,Alabama,1009.0,44,0,0.0,0.0
133236,133236,2020-05-11,Blount,Alabama,1009.0,45,0,1.0,0.0
136226,136226,2020-05-12,Blount,Alabama,1009.0,45,0,0.0,0.0
139217,139217,2020-05-13,Blount,Alabama,1009.0,45,0,0.0,0.0
142213,142213,2020-05-14,Blount,Alabama,1009.0,45,0,0.0,0.0
145212,145212,2020-05-15,Blount,Alabama,1009.0,45,0,0.0,0.0
148215,148215,2020-05-16,Blount,Alabama,1009.0,45,0,0.0,0.0
151224,151224,2020-05-17,Blount,Alabama,1009.0,46,1,1.0,1.0
154236,154236,2020-05-18,Blount,Alabama,1009.0,47,1,1.0,0.0
157252,157252,2020-05-19,Blount,Alabama,1009.0,47,1,0.0,0.0
160276,160276,2020-05-20,Blount,Alabama,1009.0,47,1,0.0,0.0
163304,163304,2020-05-21,Blount,Alabama,1009.0,48,1,1.0,0.0
166336,166336,2020-05-22,Blount,Alabama,1009.0,49,1,1.0,0.0
169372,169372,2020-05-23,Blount,Alabama,1009.0,49,1,0.0,0.0
172413,172413,2020-05-24,Blount,Alabama,1009.0,49,1,0.0,0.0
175456,175456,2020-05-25,Blount,Alabama,1009.0,49,1,0.0,0.0
178501,178501,2020-05-26,Blount,Alabama,1009.0,51,1,2.0,0.0
181545,181545,2020-05-27,Blount,Alabama,1009.0,53,1,2.0,0.0
184597,184597,2020-05-28,Blount,Alabama,1009.0,58,1,5.0,0.0
187654,187654,2020-05-29,Blount,Alabama,1009.0,60,1,2.0,0.0
190718,190718,2020-05-30,Blount,Alabama,1009.0,61,1,1.0,0.0
193784,193784,2020-05-31,Blount,Alabama,1009.0,62,1,1.0,0.0
196854,196854,2020-06-01,Blount,Alabama,1009.0,65,1,3.0,0.0
199927,199927,2020-06-02,Blount,Alabama,1009.0,65,1,0.0,0.0
203003,203003,2020-06-03,Blount,Alabama,1009.0,65,1,0.0,0.0
206082,206082,2020-06-04,Blount,Alabama,1009.0,65,1,0.0,0.0
209164,209164,2020-06-05,Blount,Alabama,1009.0,66,1,1.0,0.0
212250,212250,2020-06-06,Blount,Alabama,1009.0,72,1,6.0,0.0
215338,215338,2020-06-07,Blount,Alabama,1009.0,74,1,2.0,0.0
218429,218429,2020-06-08,Blount,Alabama,1009.0,75,1,1.0,0.0
221522,221522,2020-06-09,Blount,Alabama,1009.0,77,1,2.0,0.0
224619,224619,2020-06-10,Blount,Alabama,1009.0,81,1,4.0,0.0
227722,227722,2020-06-11,Blount,Alabama,1009.0,89,1,8.0,0.0
230827,230827,2020-06-12,Blount,Alabama,1009.0,97,1,8.0,0.0
233934,233934,2020-06-13,Blount,Alabama,1009.0,104,1,7.0,0.0
237042,237042,2020-06-14,Blount,Alabama,1009.0,112,1,8.0,0.0
