,date,state,positive,tests,hospitalized,death_total,death,positive_total,pos_rate,death_rate,death_rate_est
2340,2020-10-22,SC,1128,15802,766.0,3755.0,47,167485.0,7.138336919377294,2.241991820163,0.22419918201629996
2341,2020-10-22,SD,973,2196,355.0,347.0,14,36017.0,44.30783242258652,0.9634339339756227,0.09634339339756226
2342,2020-10-22,TN,2046,20079,1424.0,3011.0,41,237907.0,10.189750485581952,1.26562059964608,0.12656205996460804
2343,2020-10-22,TX,6291,57843,4931.0,17286.0,85,845100.0,10.875991909133344,2.045438409655662,0.2045438409655662
2344,2020-10-22,UT,1543,12708,318.0,563.0,6,99549.0,12.141957821844507,0.5655506333564375,0.05655506333564376
2345,2020-10-22,VA,1332,19962,1109.0,3524.0,9,170104.0,6.672678088367899,2.0716737995579173,0.20716737995579176
2346,2020-10-22,VI,6,149,,21.0,0,1343.0,4.026845637583892,1.5636634400595681,0.1563663440059568
2347,2020-10-22,VT,30,5084,3.0,58.0,0,2029.0,0.5900865460267506,2.858551010349926,0.2858551010349926
2348,2020-10-22,WA,724,23665,318.0,2286.0,4,99874.0,3.0593703781956476,2.2888839938322287,0.22888839938322286
2349,2020-10-22,WI,3632,40867,1202.0,1725.0,23,195823.0,8.887366334695477,0.8808975452321739,0.08808975452321739
2350,2020-10-22,WV,323,8554,188.0,418.0,5,21057.0,3.7760112228197333,1.9850880942204492,0.19850880942204494
2351,2020-10-22,WY,271,4469,81.0,68.0,7,10119.0,6.063996419780712,0.672003162367823,0.06720031623678228
2352,2020-10-21,AK,224,615,41.0,68.0,1,11680.0,36.422764227642276,0.5821917808219178,0.05821917808219178
2353,2020-10-21,AL,0,7948,863.0,2805.0,0,174528.0,0.0,1.6071919691969199,0.16071919691969197
2354,2020-10-21,AR,1155,11100,626.0,1751.0,23,101596.0,10.405405405405405,1.723493050907516,0.1723493050907516
2355,2020-10-21,AS,0,0,,0.0,0,0.0,,,
2356,2020-10-21,AZ,975,10044,832.0,5854.0,17,233912.0,9.707287933094385,2.5026505694449193,0.25026505694449197
2357,2020-10-21,CA,3707,104069,3077.0,17027.0,35,877784.0,3.5620597872565316,1.939771059850715,0.1939771059850715
2358,2020-10-21,CO,1267,18545,532.0,2066.0,6,88849.0,6.832030196818549,2.325293475447107,0.2325293475447107
2359,2020-10-21,CT,416,15864,213.0,4567.0,8,64871.0,2.6222894604135147,7.040125788102541,0.7040125788102541
2360,2020-10-21,DC,53,2636,96.0,642.0,0,16498.0,2.0106221547799694,3.8913807734270818,0.3891380773427082
2361,2020-10-21,DE,50,3377,99.0,670.0,2,23375.0,1.4806040864672787,2.8663101604278074,0.28663101604278074
2362,2020-10-21,FL,2106,31901,2125.0,16308.0,0,752845.0,6.601673928716968,2.166182946024746,0.2166182946024746
2363,2020-10-21,GA,1312,10479,1736.0,7704.0,30,343750.0,12.520278652543182,2.2411636363636362,0.2241163636363636
2364,2020-10-21,GU,82,737,71.0,69.0,2,3968.0,11.12618724559023,1.7389112903225805,0.17389112903225806
2365,2020-10-21,HI,88,3681,81.0,189.0,2,14350.0,2.3906547133930998,1.3170731707317074,0.13170731707317074
2366,2020-10-21,IA,1179,4824,534.0,1584.0,29,104190.0,24.44029850746269,1.5202994529225455,0.15202994529225453
2367,2020-10-21,ID,873,2451,187.0,535.0,4,54663.0,35.618115055079556,0.9787241827195727,0.09787241827195726
2368,2020-10-21,IL,4342,66791,2338.0,9605.0,68,358804.0,6.500875866508961,2.6769489749278157,0.2676948974927816
2369,2020-10-21,IN,1732,23394,1484.0,4023.0,15,152396.0,7.40360776267419,2.6398330664846847,0.2639833066484685
2370,2020-10-21,KS,1488,7115,329.0,952.0,80,74456.0,20.913562895291637,1.278607499731385,0.12786074997313848
2371,2020-10-21,KY,1452,7978,794.0,1363.0,21,90996.0,18.200050137879167,1.4978680381555234,0.14978680381555232
2372,2020-10-21,LA,1363,14947,608.0,5790.0,18,181132.0,9.118886733123704,3.1965638319015963,0.31965638319015965
2373,2020-10-21,MA,702,60353,519.0,9780.0,22,146166.0,1.1631567610557885,6.6910225360206885,0.6691022536020689
2374,2020-10-21,MD,492,17076,463.0,4058.0,8,137236.0,2.881236823612087,2.956950071409834,0.2956950071409834
2375,2020-10-21,ME,38,6716,7.0,146.0,0,6027.0,0.5658129839189994,2.422432387589182,0.2422432387589182
2376,2020-10-21,MI,1878,35040,1050.0,7418.0,35,167872.0,5.359589041095891,4.418842927945101,0.4418842927945101
2377,2020-10-21,MN,1060,16377,588.0,2281.0,35,126591.0,6.472491909385113,1.8018658514428358,0.18018658514428357
2378,2020-10-21,MO,1244,30194,1415.0,2641.0,26,160869.0,4.120023845797179,1.6417084708676002,0.16417084708676002
2379,2020-10-21,MP,0,0,,2.0,0,88.0,,2.272727272727273,0.22727272727272727
2380,2020-10-21,MS,801,801,711.0,3223.0,21,112123.0,100.0,2.874521730599431,0.2874521730599431
2381,2020-10-21,MT,619,2973,345.0,275.0,23,24712.0,20.820719811638075,1.112819682745225,0.11128196827452251
2382,2020-10-21,NC,1842,20250,1219.0,4032.0,40,250592.0,9.096296296296297,1.608989911888648,0.16089899118886475
2383,2020-10-21,ND,499,6131,219.0,427.0,10,34165.0,8.13896591094438,1.2498170642470365,0.12498170642470363
2384,2020-10-21,NE,592,12406,380.0,565.0,11,59409.0,4.7718845719813,0.9510343550640475,0.09510343550640475
2385,2020-10-21,NH,89,9363,14.0,469.0,1,9917.0,0.9505500373811813,4.72925279822527,0.47292527982252697
2386,2020-10-21,NJ,1030,28823,844.0,16245.0,18,223223.0,3.5735350241126875,7.2774758873413585,0.7277475887341358
2387,2020-10-21,NM,819,7606,202.0,950.0,8,38715.0,10.767814882987116,2.4538292651427094,0.24538292651427096
2388,2020-10-21,NV,565,9385,535.0,1732.0,5,92064.0,6.020245071923282,1.8812999652415712,0.1881299965241571
2389,2020-10-21,NY,2026,124789,950.0,25679.0,7,488506.0,1.6235405364254865,5.256639631857132,0.5256639631857132
2390,2020-10-21,OH,2366,32099,1252.0,5149.0,66,188005.0,7.370946135393626,2.738756947953512,0.2738756947953512
2391,2020-10-21,OK,1307,11215,870.0,1210.0,19,110855.0,11.654034774855104,1.0915159442514997,0.10915159442514996
2392,2020-10-21,OR,307,4618,183.0,635.0,2,40443.0,6.647899523603291,1.5701110204485325,0.15701110204485325
2393,2020-10-21,PA,1425,13322,966.0,8562.0,29,186297.0,10.696592103287795,4.595887212354467,0.45958872123544664
2394,2020-10-21,PR,132,132,378.0,774.0,5,29717.0,100.0,2.6045697748763335,0.26045697748763336
2395,2020-10-21,RI,474,13240,130.0,1169.0,5,29123.0,3.580060422960725,4.014009545719878,0.40140095457198777
2396,2020-10-21,SC,864,13627,743.0,3708.0,12,166357.0,6.340353709547222,2.2289413730711662,0.22289413730711663
2397,2020-10-21,SD,587,1524,332.0,333.0,3,35044.0,38.51706036745407,0.9502339915534755,0.09502339915534756
2398,2020-10-21,TN,2292,19519,1424.0,2970.0,18,235861.0,11.742404836313336,1.2592162332899461,0.12592162332899462
2399,2020-10-21,TX,5252,30548,4782.0,17201.0,114,838809.0,17.19261490113919,2.050645617774726,0.20506456177747256
2400,2020-10-21,UT,1363,11847,338.0,557.0,6,98006.0,11.505022368532119,0.5683325510683019,0.0568332551068302
2401,2020-10-21,VA,1018,19796,1010.0,3515.0,30,168772.0,5.142453020812286,2.08269144170834,0.20826914417083403
2402,2020-10-21,VI,2,253,,21.0,0,1337.0,0.7905138339920948,1.5706806282722512,0.15706806282722513
2403,2020-10-21,VT,16,2103,4.0,58.0,0,1999.0,0.7608178792201616,2.901450725362681,0.29014507253626814
2404,2020-10-21,WA,489,8452,301.0,2282.0,24,99150.0,5.7856128726928535,2.301563287947554,0.23015632879475542
2405,2020-10-21,WI,4363,13633,1190.0,1702.0,50,192191.0,32.003227462774156,0.885577368347113,0.0885577368347113
2406,2020-10-21,WV,215,4788,188.0,413.0,5,20734.0,4.490392648287385,1.9918973666441593,0.19918973666441595
2407,2020-10-21,WY,322,4292,66.0,61.0,0,9848.0,7.50232991612302,0.6194151096669374,0.061941510966693744
2408,2020-10-20,AK,231,10302,38.0,67.0,0,11456.0,2.242283051834595,0.5848463687150838,0.058484636871508386
2409,2020-10-20,AL,1043,5475,846.0,2805.0,16,174528.0,19.05022831050228,1.6071919691969199,0.16071919691969197
2410,2020-10-20,AR,844,7738,627.0,1728.0,14,100441.0,10.907211165675886,1.7204129787636524,0.17204129787636524
2411,2020-10-20,AS,0,0,,0.0,0,0.0,,,
2412,2020-10-20,AZ,1040,7560,777.0,5837.0,7,232937.0,13.756613756613756,2.505827756002696,0.2505827756002696
2413,2020-10-20,CA,3286,146662,3104.0,16992.0,22,874077.0,2.240525834912929,1.9439934925641562,0.19439934925641564
2414,2020-10-20,CO,1208,15588,516.0,2060.0,9,87582.0,7.749550936617912,2.352081477929255,0.2352081477929255
2415,2020-10-20,CT,434,14665,217.0,4559.0,5,64455.0,2.9594272076372317,7.073151811341245,0.7073151811341246
2416,2020-10-20,DC,50,4767,85.0,642.0,1,16445.0,1.0488777008600796,3.90392216479173,0.390392216479173
2417,2020-10-20,DE,129,2352,107.0,668.0,2,23325.0,5.48469387755102,2.8638799571275455,0.28638799571275453
2418,2020-10-20,FL,3556,58302,2094.0,16308.0,86,750739.0,6.0992761826352435,2.1722596002072625,0.21722596002072625
2419,2020-10-20,GA,1128,13557,1713.0,7674.0,17,342438.0,8.32042487275946,2.240989609797978,0.22409896097979778
2420,2020-10-20,GU,130,957,70.0,67.0,1,3886.0,13.584117032392895,1.7241379310344827,0.1724137931034483
2421,2020-10-20,HI,37,1985,96.0,187.0,0,14262.0,1.8639798488664987,1.3111765530781097,0.13111765530781097
2422,2020-10-20,IA,494,2145,501.0,1555.0,17,103011.0,23.03030303030303,1.5095475240508294,0.15095475240508296
2423,2020-10-20,ID,698,2192,187.0,531.0,3,53790.0,31.843065693430656,0.9871723368655885,0.09871723368655883
2424,2020-10-20,IL,3714,59077,2261.0,9537.0,41,354462.0,6.286710564178953,2.690556392504697,0.2690556392504697
2425,2020-10-20,IN,1498,17543,1425.0,4008.0,48,150664.0,8.539018411902182,2.660224074762385,0.2660224074762385
2426,2020-10-20,KS,0,0,285.0,872.0,0,72968.0,,1.195044403025984,0.11950444030259841
2427,2020-10-20,KY,1297,8082,776.0,1342.0,16,89544.0,16.04800791883197,1.4987045474850353,0.14987045474850355
2428,2020-10-20,LA,699,18993,586.0,5772.0,6,179769.0,3.680303269625652,3.210787176876992,0.32107871768769924
2429,2020-10-20,MA,976,66390,517.0,9758.0,5,145464.0,1.4701009188130743,6.708188967717097,0.6708188967717099
